ID_V;ID_P;Zona;UPZ;Calle;Sur;Carrera;Estrato;Zonas_Comunes;Cercania_TM;Valorizacion;Cant_Viv_Proy;Conjunto_Cerrado;Deporte;Acceso_Discapacitados;Fecha_Entrega;Meses_Entrega;Casa_Apartamento;Cuartos;Banos;Parqueaderos;Balcon;Area_Privada;Area_Construida;Precio;Cuota_Inicial;Mens_Cuota_Inicial;Cuota_Credito;Tipo_Apartamento;Nombre_Proyecto;Constructora;Link
270;10014;1;16;124;0;18;5;2;3;2;2;0;1;1;1/03/2021; 30 ; 1 ;2;2;2;1;77.54;85.56;748.46;224.54;2.62;5.31; D1-304 ; 124 PARK ;ARECO CONSTRUCTORA;http://www.metrocuadrado.com/proyecto/124-park/711-C0001-14
271;10014;1;16;124;0;18;5;2;3;2;2;0;1;1;1/03/2021; 30 ; 1 ;2;2;2;1;77.54;85.56;756.49;226.95;2.65;5.37; D1-404 ; 124 PARK ;ARECO CONSTRUCTORA;http://www.metrocuadrado.com/proyecto/124-park/711-C0001-14
272;10014;1;16;124;0;18;5;2;3;2;2;0;1;1;1/03/2021; 30 ; 1 ;2;2;2;1;77.54;85.56;760.02;228.01;2.66;5.40; D1-504 ; 124 PARK ;ARECO CONSTRUCTORA;http://www.metrocuadrado.com/proyecto/124-park/711-C0001-14
273;10014;1;16;124;0;18;5;2;3;2;2;0;1;1;1/03/2021; 30 ; 1 ;3;3;3;1;133.52;143.02;1291.74;387.52;2.71;9.17; G ; 124 PARK ;ARECO CONSTRUCTORA;http://www.metrocuadrado.com/proyecto/124-park/711-C0001-14
274;10015;1;16;106;0;14;5;2;2;2;2;0;0;1;1/03/2021; 30 ; 1 ;1;1;1;1;33.00;33.00;263.54;79.06;2.40;1.87; APARTAESTUDIO ;ZARKIS;A KORN CONSTRUCTORA ZITAR SAS;http://www.metrocuadrado.com/proyecto/zarkis/539-C0003-02
275;10015;1;16;106;0;14;5;2;2;2;2;0;0;1;1/03/2021; 30 ; 1 ;1;2;1;1;48.46;48.46;353.16;105.95;2.19;2.51; 2 ;ZARKIS;A KORN CONSTRUCTORA ZITAR SAS;http://www.metrocuadrado.com/proyecto/zarkis/539-C0003-02
276;10015;1;16;106;0;14;5;2;2;2;2;0;0;1;1/03/2021; 30 ; 1 ;1;2;1;1;54.28;54.28;368.04;110.41;2.03;2.61; 7 ;ZARKIS;A KORN CONSTRUCTORA ZITAR SAS;http://www.metrocuadrado.com/proyecto/zarkis/539-C0003-02
277;10015;1;16;106;0;14;5;2;2;2;2;0;0;1;1/03/2021; 30 ; 1 ;2;3;1;1;87.89;87.89;647.60;194.28;2.21;4.60; 1 ;ZARKIS;A KORN CONSTRUCTORA ZITAR SAS;http://www.metrocuadrado.com/proyecto/zarkis/539-C0003-02
278;40005;4;106;56;0;30;4;3;3;3;2;1;1;0;1/03/2021; 30 ; 1 ;3;2;1;0;69.76;74.32;463.20;138.96;1.87;3.29;APARTAMENTO 205;METROPOLITAN PARK;DESARROLLOS CORPORATIVOS SAS;http://www.metrocuadrado.com/proyecto/metropolitan-park/672-C0003-07
279;40005;4;106;56;0;30;4;3;3;3;2;1;1;0;1/03/2021; 30 ; 1 ;3;2;1;0;69.76;74.32;470.64;141.19;1.90;3.34; APARTAMENTO 304 ;METROPOLITAN PARK;DESARROLLOS CORPORATIVOS SAS;http://www.metrocuadrado.com/proyecto/metropolitan-park/672-C0003-07
280;40005;4;106;56;0;30;4;3;3;3;2;1;1;0;1/03/2021; 30 ; 1 ;1;1;1;0;40.28;45.08;326.24;97.87;2.17;2.32; APARTAMENTO 409 ;METROPOLITAN PARK;DESARROLLOS CORPORATIVOS SAS;http://www.metrocuadrado.com/proyecto/metropolitan-park/672-C0003-07
281;40005;4;106;56;0;30;4;3;3;3;2;1;1;0;1/03/2021; 30 ; 1 ;3;2;1;0;69.76;74.32;463.20;138.96;1.87;3.29;APARTAMENTO 205;METROPOLITAN PARK;DESARROLLOS CORPORATIVOS SAS;http://www.metrocuadrado.com/proyecto/metropolitan-park/672-C0003-07
282;40005;4;106;56;0;30;4;3;3;3;2;1;1;0;1/03/2021; 30 ; 1 ;3;2;1;0;69.76;74.32;491.20;147.36;1.98;3.49;APARTAMENTO 205;METROPOLITAN PARK;DESARROLLOS CORPORATIVOS SAS;http://www.metrocuadrado.com/proyecto/metropolitan-park/672-C0003-07
283;20009;2;27;137B;0;104;3;3;3;2;3;1;1;0;1/09/2019; 12 ; 1 ;3;2;0;1;54.10;59.12;221.40;66.42;1.12;1.57; D- 3 ALCOBAS ;IKARA;URAKI CONSTRUCTORA INMOBILIARIA;http://www.metrocuadrado.com/proyecto/ikara/71-C0004-03
284;20009;2;27;137B;0;104;3;3;3;2;3;1;1;0;1/09/2019; 12 ; 1 ;3;2;0;1;55.99;61.30;222.70;66.81;1.09;1.58; E - 3 ALCOBAS ;IKARA;URAKI CONSTRUCTORA INMOBILIARIA;http://www.metrocuadrado.com/proyecto/ikara/71-C0004-03
285;20009;2;27;137B;0;104;3;3;3;2;3;1;1;0;1/09/2019; 12 ; 1 ;1;1;0;0;22.01;22.19;110.00;33.00;1.49;0.78; A- 1 ALCOBA ;IKARA;URAKI CONSTRUCTORA INMOBILIARIA;http://www.metrocuadrado.com/proyecto/ikara/71-C0004-03
286;10016;1;16;105;0;17;6;3;3;2;2;1;1;1;1/09/2019; 12 ; 1 ;2;2;2;1;81.87;81.87;662.25;198.67;2.43;4.70; B ;LE PARC 105;TOTAL LTDA;http://www.metrocuadrado.com/proyecto/le-parc-105/214-C0001-02
287;10016;1;16;105;0;17;6;3;3;2;2;1;1;1;1/09/2019; 12 ; 1 ;2;3;2;1;123.06;123.06;901.87;270.56;2.20;6.40; D ;LE PARC 105;TOTAL LTDA;http://www.metrocuadrado.com/proyecto/le-parc-105/214-C0001-02
288;10016;1;16;105;0;17;6;3;3;2;2;1;1;1;1/09/2019; 12 ; 1 ;2;3;2;1;123.06;123.06;955.15;286.54;2.33;6.78; D ;LE PARC 105;TOTAL LTDA;http://www.metrocuadrado.com/proyecto/le-parc-105/214-C0001-02
289;20008;2;18;152;0;73;4;2;2;3;3;0;5;0;1/03/2021; 30 ; 1 ;3;3;3;1;143.50;153.50;78.64;23.59;0.15;0.56; 1ER PISO ;VERAMONTE - CIPRES;CONSTRUCTORA BOLIVAR;http://www.metrocuadrado.com/proyecto/veramonte-cipres/1614-C0015-03
290;20008;2;18;152;0;73;4;2;2;3;3;0;5;0;1/03/2021; 30 ; 1 ;3;3;3;1;118.50;125.50;795.89;238.77;1.90;5.65; 2DO A 4TO PISO ;VERAMONTE - CIPRES;CONSTRUCTORA BOLIVAR;http://www.metrocuadrado.com/proyecto/veramonte-cipres/1614-C0015-03
291;20008;2;18;152;0;73;4;2;2;3;3;0;5;0;1/03/2021; 30 ; 1 ;3;3;3;1;118.50;125.50;942.96;282.89;2.25;6.69; 5TO PISO ;VERAMONTE - CIPRES;CONSTRUCTORA BOLIVAR;http://www.metrocuadrado.com/proyecto/veramonte-cipres/1614-C0015-03
292;20008;2;18;152;0;73;4;2;2;3;3;0;5;0;1/03/2021; 30 ; 1 ;3;3;3;1;118.50;125.50;757.21;227.16;1.81;5.38; 1ER PISO ;VERAMONTE - CIPRES;CONSTRUCTORA BOLIVAR;http://www.metrocuadrado.com/proyecto/veramonte-cipres/1614-C0015-03
293;20008;2;18;152;0;73;4;2;2;3;3;0;5;0;1/03/2021; 30 ; 1 ;3;3;3;1;101.00;107.00;961.90;288.57;2.70;6.83; 1ER PISO ;VERAMONTE - CIPRES;CONSTRUCTORA BOLIVAR;http://www.metrocuadrado.com/proyecto/veramonte-cipres/1614-C0015-03
294;20008;2;18;152;0;73;4;2;2;3;3;0;5;0;1/03/2021; 30 ; 1 ;3;3;3;1;148.50;157.50;976.27;292.88;1.86;6.93; 2DO A 4TO PISO ;VERAMONTE - CIPRES;CONSTRUCTORA BOLIVAR;http://www.metrocuadrado.com/proyecto/veramonte-cipres/1614-C0015-03
295;20008;2;18;152;0;73;4;2;2;3;3;0;5;0;1/03/2021; 30 ; 1 ;3;3;3;1;143.50;153.50;942.02;282.61;1.84;6.69; 1ER PISO ;VERAMONTE - CIPRES;CONSTRUCTORA BOLIVAR;http://www.metrocuadrado.com/proyecto/veramonte-cipres/1614-C0015-03
296;20008;2;18;152;0;73;4;2;2;3;3;0;5;0;1/03/2021; 30 ; 1 ;3;3;3;1;143.50;153.50;951.88;285.56;1.86;6.76; 2DO A 4TO PISO ;VERAMONTE - CIPRES;CONSTRUCTORA BOLIVAR;http://www.metrocuadrado.com/proyecto/veramonte-cipres/1614-C0015-03
297;20009;2;18;153;0;73;4;2;2;3;3;0;1;0;1/03/2021; 30 ; 1 ;3;2;1;1;50.00;55.00;298.51;89.55;1.63;2.12; 55 ;VERAMONTE - OLMO;CONSTRUCTORA BOLIVAR;http://www.metrocuadrado.com/proyecto/veramonte-olmo/1614-C0018-04
298;20009;2;18;153;0;73;4;2;2;3;3;0;1;0;1/03/2021; 30 ; 1 ;3;2;1;1;60.00;66.00;333.39;100.02;1.52;2.37; 66 ;VERAMONTE - OLMO;CONSTRUCTORA BOLIVAR;http://www.metrocuadrado.com/proyecto/veramonte-olmo/1614-C0018-04
299;20009;2;18;153;0;73;4;2;2;3;3;0;1;0;1/03/2021; 30 ; 1 ;3;2;1;1;60.00;66.00;337.39;101.22;1.53;2.40; 66E (EXTERIOR) ;VERAMONTE - OLMO;CONSTRUCTORA BOLIVAR;http://www.metrocuadrado.com/proyecto/veramonte-olmo/1614-C0018-04
300;20009;2;18;153;0;73;4;2;2;3;3;0;1;0;1/03/2021; 30 ; 1 ;3;2;1;1;60.00;66.00;323.09;96.93;1.47;2.29; 66T (TERRAZA) ;VERAMONTE - OLMO;CONSTRUCTORA BOLIVAR;http://www.metrocuadrado.com/proyecto/veramonte-olmo/1614-C0018-04
301;30010;3;91;33;0;5;3;3;3;2;3;0;0;0;1/03/2021; 30 ; 1 ;1;1;0;0;27.11;30.57;195.65;58.70;1.92;1.39; E ;TEKTO MUSEO;PROKSOL SAS;http://www.metrocuadrado.com/proyecto/tekto-museo/787-C0001-01
302;30010;3;91;33;0;5;3;3;3;2;3;0;0;0;1/03/2021; 30 ; 1 ;1;1;0;0;26.95;30.46;217.41;65.22;2.14;1.54; G ;TEKTO MUSEO;PROKSOL SAS;http://www.metrocuadrado.com/proyecto/tekto-museo/787-C0001-01
303;30010;3;91;33;0;5;3;3;3;2;3;0;0;0;1/03/2021; 30 ; 1 ;1;1;0;0;28.14;31.03;222.20;66.66;2.15;1.58; F ;TEKTO MUSEO;PROKSOL SAS;http://www.metrocuadrado.com/proyecto/tekto-museo/787-C0001-01
304;30010;3;91;33;0;5;3;3;3;2;3;0;0;0;1/03/2021; 30 ; 1 ;1;1;1;0;35.94;41.98;307.97;92.39;2.20;2.19; B ;TEKTO MUSEO;PROKSOL SAS;http://www.metrocuadrado.com/proyecto/tekto-museo/787-C0001-01
305;30010;3;91;33;0;5;3;3;3;2;3;0;0;0;1/03/2021; 30 ; 1 ;2;2;1;0;41.60;47.12;341.70;102.51;2.18;2.43; I ;TEKTO MUSEO;PROKSOL SAS;http://www.metrocuadrado.com/proyecto/tekto-museo/787-C0001-01
306;30010;3;91;33;0;5;3;3;3;2;3;0;0;0;1/03/2021; 30 ; 1 ;1;1;1;0;38.18;42.64;305.69;91.71;2.15;2.17; M ;TEKTO MUSEO;PROKSOL SAS;http://www.metrocuadrado.com/proyecto/tekto-museo/787-C0001-01
307;30010;3;91;33;0;5;3;3;3;2;3;0;0;0;1/03/2021; 30 ; 1 ;2;2;1;0;47.21;52.88;402.94;120.88;2.29;2.86; H ;TEKTO MUSEO;PROKSOL SAS;http://www.metrocuadrado.com/proyecto/tekto-museo/787-C0001-01
308;10017;1;16;101;0;16;6;3;3;2;2;0;1;0;14/09/2018; 0 ; 1 ;1;2;1;0;51.71;57.61;371.20;111.36;1.93;2.64; 5 ;TEKTO NAVARRA;PROKSOL SAS;http://www.metrocuadrado.com/proyecto/tekto-navarra/787-C0006-06
309;10017;1;16;101;0;16;6;3;3;2;2;0;1;0;14/09/2018; 0 ; 1 ;1;2;1;0;59.91;65.14;450.10;135.03;2.07;3.20; 8 ;TEKTO NAVARRA;PROKSOL SAS;http://www.metrocuadrado.com/proyecto/tekto-navarra/787-C0006-06
310;10017;1;16;101;0;16;6;3;3;2;2;0;1;0;14/09/2018; 0 ; 1 ;3;3;2;0;127.53;138.89;992.60;297.78;2.14;7.05; 3 ;TEKTO NAVARRA;PROKSOL SAS;http://www.metrocuadrado.com/proyecto/tekto-navarra/787-C0006-06
311;10017;1;16;101;0;16;6;3;3;2;2;0;1;0;14/09/2018; 0 ; 1 ;1;2;1;0;59.91;65.14;457.40;137.22;2.11;3.25; 8 ;TEKTO NAVARRA;PROKSOL SAS;http://www.metrocuadrado.com/proyecto/tekto-navarra/787-C0006-06
312;10017;1;16;101;0;16;6;3;3;2;2;0;1;0;14/09/2018; 0 ; 1 ;1;2;1;1;52.24;59.02;404.10;121.23;2.05;2.87; 4 ;TEKTO NAVARRA;PROKSOL SAS;http://www.metrocuadrado.com/proyecto/tekto-navarra/787-C0006-06
313;10017;1;16;101;0;16;6;3;3;2;2;0;1;0;14/09/2018; 0 ; 1 ;1;2;1;0;59.91;65.14;467.10;140.13;2.15;3.32; 8 ;TEKTO NAVARRA;PROKSOL SAS;http://www.metrocuadrado.com/proyecto/tekto-navarra/787-C0006-06
314;20010;2;18;167A;0;57;3;3;2;3;3;0;1;0;1/03/2021; 30 ; 1 ;3;2;0;0;54.64;58.90;272.10;81.63;1.39;1.93; A-3 ALCOBAS ;MAWI;URAKI CONSTRUCTORA INMOBILIARIA;http://www.metrocuadrado.com/proyecto/mawi/71-C0005-02
315;20010;2;18;167A;0;57;3;3;2;3;3;0;1;0;1/03/2021; 30 ; 1 ;2;2;0;0;54.64;58.90;272.10;81.63;1.39;1.93; A-2 ALCOBAS ;MAWI;URAKI CONSTRUCTORA INMOBILIARIA;http://www.metrocuadrado.com/proyecto/mawi/71-C0005-02
316;20010;2;18;167A;0;57;3;3;2;3;3;0;1;0;1/03/2021; 30 ; 1 ;3;2;0;1;66.10;75.17;340.60;102.18;1.36;2.42; B-3 ALCOBAS CON BALCON ;MAWI;URAKI CONSTRUCTORA INMOBILIARIA;http://www.metrocuadrado.com/proyecto/mawi/71-C0005-02
317;20010;2;18;167A;0;57;3;3;2;3;3;0;1;0;1/03/2021; 30 ; 1 ;3;2;0;0;68.92;75.17;336.80;101.04;1.34;2.39; B-3 ALCOBAS SIN BALCON ;MAWI;URAKI CONSTRUCTORA INMOBILIARIA;http://www.metrocuadrado.com/proyecto/mawi/71-C0005-02
318;20010;2;18;167A;0;57;3;3;2;3;3;0;1;0;1/03/2021; 30 ; 1 ;2;2;0;0;50.45;54.01;267.90;80.37;1.49;1.90; C-2 ALCOBAS ;MAWI;URAKI CONSTRUCTORA INMOBILIARIA;http://www.metrocuadrado.com/proyecto/mawi/71-C0005-02
319;20010;2;18;167A;0;57;3;3;2;3;3;0;1;0;1/03/2021; 30 ; 1 ;1;2;0;1;39.16;44.49;233.00;69.90;1.57;1.65; D-1 ALCOBA ;MAWI;URAKI CONSTRUCTORA INMOBILIARIA;http://www.metrocuadrado.com/proyecto/mawi/71-C0005-02
320;30011;3;91;28;0;13A;4;2;3;2;2;1;6;0;14/09/2018; 0 ; 1 ;1;2;1;0;60.00;68.00;517.00;155.10;2.28;3.67; 68 M2 ;MUSEO PARQUE CENTRAL;CUSEZAR;http://www.metrocuadrado.com/proyecto/museo-parque-central/1631-C00001-03
321;30011;3;91;28;0;13A;4;2;3;2;2;1;6;0;14/09/2018; 0 ; 1 ;2;3;1;0;77.00;87.00;659.00;197.70;2.27;4.68; 87 M2 ;MUSEO PARQUE CENTRAL;CUSEZAR;http://www.metrocuadrado.com/proyecto/museo-parque-central/1631-C00001-03
322;30011;3;91;28;0;13A;4;2;3;2;2;1;6;0;14/09/2018; 0 ; 1 ;3;3;2;0;120.00;134.00;982.00;294.60;2.20;6.97; 134 M2 ;MUSEO PARQUE CENTRAL;CUSEZAR;http://www.metrocuadrado.com/proyecto/museo-parque-central/1631-C00001-03
323;10018;1;13;138;0;13;4;3;2;2;2;0;1;1;1/03/2021; 30 ; 1 ;2;2;2;1;63.00;63.00;384.63;115.39;1.83;2.73; 807 A ;ALTAVISTA RESERVA DEL COUNTRY;GRADECO CONSTRUCCIONES Y CIA S.A.;http://www.metrocuadrado.com/proyecto/altavista-reserva-del-country/1821-C00001-04
324;20011;2;19;147;0;58;5;2;2;2;2;1;1;0;1/03/2021; 30 ; 1 ;3;4;3;1;127.93;141.10;958.00;287.40;2.04;6.80; APARTAMENTO 141 M2 ;CARRA;CUSEZAR;http://www.metrocuadrado.com/proyecto/carra/1631-C0023-03
325;20011;2;19;147;0;58;5;2;2;2;2;1;1;0;1/03/2021; 30 ; 1 ;3;4;3;1;127.93;141.10;1002.00;300.60;2.13;7.11; APARTAMENTO 141 M2 PISO BAR ;CARRA;CUSEZAR;http://www.metrocuadrado.com/proyecto/carra/1631-C0023-03
326;20011;2;19;147;0;58;5;2;2;2;2;1;1;0;1/03/2021; 30 ; 1 ;3;5;3;1;155.93;173.50;1223.85;367.15;2.12;8.69; APARTAMENTO 173 M2 ;CARRA;CUSEZAR;http://www.metrocuadrado.com/proyecto/carra/1631-C0023-03
327;20011;2;19;147;0;58;5;2;2;2;2;1;1;0;1/03/2021; 30 ; 1 ;3;5;3;1;155.93;173.50;1200.57;360.17;2.08;8.52; APARTAMENTO 173 M2 PISO BAR ;CARRA;CUSEZAR;http://www.metrocuadrado.com/proyecto/carra/1631-C0023-03
328;20011;2;19;147;0;58;5;2;2;2;2;1;1;0;1/03/2021; 30 ; 1 ;3;5;4;1;258.30;278.80;2262.80;678.84;2.43;16.07; PENTHOUSE 278.8 M2 ;CARRA;CUSEZAR;http://www.metrocuadrado.com/proyecto/carra/1631-C0023-03
329;20011;2;19;147;0;58;5;2;2;2;2;1;1;0;1/03/2021; 30 ; 1 ;4;5;4;1;304.04;335.00;2762.73;828.82;2.47;19.61; PENTHOUSE 335 M2 ;CARRA;CUSEZAR;http://www.metrocuadrado.com/proyecto/carra/1631-C0023-03
330;40006;4;73;78D;0;114;4;3;3;1;3;0;6;0;1/03/2021; 30 ; 1 ;3;2;1;1;52.60;60.55;230.30;69.09;1.14;1.64; APARTAMENTO 60,55 ;PARQUE CENTRAL DE OCCIDENTE 3;AR CONSTRUCCIONES S.A.S.;http://www.metrocuadrado.com/proyecto/parque-central-de-occidente-3/1572-C00011-05
331;40006;4;73;78D;0;114;4;3;3;1;3;0;6;0;1/03/2021; 30 ; 1 ;3;2;1;1;52.60;60.98;236.90;71.07;1.17;1.68; APARTAMENTO 60,98 ;PARQUE CENTRAL DE OCCIDENTE 3;AR CONSTRUCCIONES S.A.S.;http://www.metrocuadrado.com/proyecto/parque-central-de-occidente-3/1572-C00011-05
332;40006;4;73;78D;0;114;4;3;3;1;3;0;6;0;1/03/2021; 30 ; 1 ;3;2;1;1;52.61;60.69;229.90;68.97;1.14;1.63; APARTAMENTO 60,69 ;PARQUE CENTRAL DE OCCIDENTE 3;AR CONSTRUCCIONES S.A.S.;http://www.metrocuadrado.com/proyecto/parque-central-de-occidente-3/1572-C00011-05
333;40006;4;73;78D;0;114;4;3;3;1;3;0;6;0;1/03/2021; 30 ; 1 ;3;2;1;1;52.70;60.77;230.90;69.27;1.14;1.64; APARTAMENTO 60,77 ;PARQUE CENTRAL DE OCCIDENTE 3;AR CONSTRUCCIONES S.A.S.;http://www.metrocuadrado.com/proyecto/parque-central-de-occidente-3/1572-C00011-05
334;40006;4;73;78D;0;114;4;3;3;1;3;0;6;0;1/03/2021; 30 ; 1 ;3;2;1;1;52.55;60.88;236.70;71.01;1.17;1.68; APARTAMENTO 60,88 ;PARQUE CENTRAL DE OCCIDENTE 3;AR CONSTRUCCIONES S.A.S.;http://www.metrocuadrado.com/proyecto/parque-central-de-occidente-3/1572-C00011-05
335;40006;4;73;78D;0;114;4;3;3;1;3;0;6;0;1/03/2021; 30 ; 1 ;3;2;1;1;52.60;60.74;235.80;70.74;1.16;1.67; APARTAMENTO 60,74 ;PARQUE CENTRAL DE OCCIDENTE 3;AR CONSTRUCCIONES S.A.S.;http://www.metrocuadrado.com/proyecto/parque-central-de-occidente-3/1572-C00011-05
336;20012;2;25;100;0;62;4;3;3;1;2;0;0;0;1/09/2019; 12 ; 1 ;2;2;1;1;66.81;71.90;463.78;139.13;1.94;3.29; APARTAMENTO 302 ;VERTIZE 103;ARG CONSTRUCTORES SAS;http://www.metrocuadrado.com/proyecto/vertize-103/686-C0001-04
337;20012;2;25;100;0;62;4;3;3;1;2;0;0;0;1/09/2019; 12 ; 1 ;3;2;1;1;86.28;93.62;557.60;167.28;1.79;3.96; APARTAMENTO 404 ;VERTIZE 103;ARG CONSTRUCTORES SAS;http://www.metrocuadrado.com/proyecto/vertize-103/686-C0001-04
338;20012;2;25;100;0;62;4;3;3;1;2;0;0;0;1/09/2019; 12 ; 1 ;3;2;1;1;85.00;92.44;575.06;172.52;1.87;4.08; APARTAMENTO 503 ;VERTIZE 103;ARG CONSTRUCTORES SAS;http://www.metrocuadrado.com/proyecto/vertize-103/686-C0001-04
339;20012;2;25;100;0;62;4;3;3;1;2;0;0;0;1/09/2019; 12 ; 1 ;3;2;1;1;86.28;93.62;561.74;168.52;1.80;3.99; APARTAMENTO 504 ;VERTIZE 103;ARG CONSTRUCTORES SAS;http://www.metrocuadrado.com/proyecto/vertize-103/686-C0001-04
340;30012;3;99;59;0;13;4;2;3;3;3;0;1;0;1/03/2021; 30 ; 1 ;1;2;1;0;37.06;44.40;305.30;91.59;2.06;2.17; C ;OIKOS INFINITUM;GRUPO EMPRESARIAL OIKOS;http://www.metrocuadrado.com/proyecto/oikos-infinitum/1608-C00006-03
341;30012;3;99;59;0;13;4;2;3;3;3;0;1;0;1/03/2021; 30 ; 1 ;1;2;1;0;38.91;43.90;300.99;90.30;2.06;2.14; D ;OIKOS INFINITUM;GRUPO EMPRESARIAL OIKOS;http://www.metrocuadrado.com/proyecto/oikos-infinitum/1608-C00006-03
342;30012;3;99;59;0;13;4;2;3;3;3;0;1;0;1/03/2021; 30 ; 1 ;2;2;1;0;55.07;63.48;421.90;126.57;1.99;3.00; E ;OIKOS INFINITUM;GRUPO EMPRESARIAL OIKOS;http://www.metrocuadrado.com/proyecto/oikos-infinitum/1608-C00006-03
343;30012;3;99;59;0;13;4;2;3;3;3;0;1;0;1/03/2021; 30 ; 1 ;1;1;1;0;29.32;34.64;257.78;77.33;2.23;1.83; N ;OIKOS INFINITUM;GRUPO EMPRESARIAL OIKOS;http://www.metrocuadrado.com/proyecto/oikos-infinitum/1608-C00006-03
344;10019;1;16;106;0;13;5;3;2;2;1;0;0;1;1/09/2019; 12 ; 1 ;1;2;2;1;45.32;45.32;398.10;119.43;2.64;2.83; 3 ;KIARA;A KORN CONSTRUCTORA ZITAR SAS;http://www.metrocuadrado.com/proyecto/kiara/539-C0001-04
345;10019;1;16;106;0;13;5;3;2;2;1;0;0;1;1/09/2019; 12 ; 1 ;4;5;2;1;178.00;178.00;1592.09;477.63;2.68;11.30; PENT HOUSE ;KIARA;A KORN CONSTRUCTORA ZITAR SAS;http://www.metrocuadrado.com/proyecto/kiara/539-C0001-04
346;10019;1;16;106;0;13;5;3;2;2;1;0;0;1;1/09/2019; 12 ; 1 ;3;3;2;1;105.86;105.86;861.01;258.30;2.44;6.11; 301 TERRAZA ;KIARA;A KORN CONSTRUCTORA ZITAR SAS;http://www.metrocuadrado.com/proyecto/kiara/539-C0001-04
347;60006;6;34;49;1;12C;2;3;3;1;3;0;5;0;1/03/2021; 30 ; 1 ;1;1;0;0;29.00;34.00;103.15;30.95;0.91;0.73; ATIPICO 34 M2 ;TORRES DEL 20 DE JULIO;AR CONSTRUCCIONES S.A.S.;http://www.metrocuadrado.com/proyecto/torres-del-20-de-julio/1572-C0018-01
348;60006;6;34;49;1;12C;2;3;3;1;3;0;5;0;1/03/2021; 30 ; 1 ;3;2;0;0;42.50;48.50;121.05;36.32;0.75;0.86; TIPICO 48,5 M2 ;TORRES DEL 20 DE JULIO;AR CONSTRUCCIONES S.A.S.;http://www.metrocuadrado.com/proyecto/torres-del-20-de-julio/1572-C0018-01
349;40007;4;73;72F;0;113A;3;3;2;1;3;1;1;0;1/03/2021; 30 ; 1 ;3;2;1;1;61.00;66.30;262.18;78.65;1.19;1.86; APARTAMENTO 66 M2 ;SABANA DE LOS CEREZOS;CUSEZAR;http://www.metrocuadrado.com/proyecto/sabana-de-los-cerezos/1631-C00015-01
350;40007;4;73;72F;0;113A;3;3;2;1;3;1;1;0;1/03/2021; 30 ; 1 ;3;2;2;1;73.00;79.90;333.93;100.18;1.25;2.37; APARTAMENTO 79 M2 ;SABANA DE LOS CEREZOS;CUSEZAR;http://www.metrocuadrado.com/proyecto/sabana-de-los-cerezos/1631-C00015-01
351;20013;2;71;127;0;104A;3;3;2;1;3;1;1;1;1/09/2019; 12 ; 1 ;3;2;1;0;54.30;60.85;179.07;53.72;0.88;1.27; 3 ;MIRADOR DE CORINTO RESERVADO;CICO CONSTRUCCIONES;http://www.metrocuadrado.com/proyecto/mirador-de-corinto-reservado/5437-C00002-05
352;20013;2;71;127;0;104A;3;3;2;1;3;1;1;1;1/09/2019; 12 ; 1 ;3;2;1;0;54.30;60.85;194.30;58.29;0.96;1.38; APARTEMENTO 812 - TORRE2 ;MIRADOR DE CORINTO RESERVADO;CICO CONSTRUCCIONES;http://www.metrocuadrado.com/proyecto/mirador-de-corinto-reservado/5437-C00002-05
353;20013;2;71;127;0;104A;3;3;2;1;3;1;1;1;1/09/2019; 12 ; 1 ;3;2;1;0;58.88;65.65;192.09;57.63;0.87;1.36; 1 - 2DO PISO ;MIRADOR DE CORINTO RESERVADO;CICO CONSTRUCCIONES;http://www.metrocuadrado.com/proyecto/mirador-de-corinto-reservado/5437-C00002-05
354;20013;2;71;127;0;104A;3;3;2;1;3;1;1;1;1/09/2019; 12 ; 1 ;3;2;1;0;58.88;65.65;208.16;62.45;0.95;1.48; APARTEMENTO 814 - TORRE2 ;MIRADOR DE CORINTO RESERVADO;CICO CONSTRUCCIONES;http://www.metrocuadrado.com/proyecto/mirador-de-corinto-reservado/5437-C00002-05
355;20013;2;71;127;0;104A;3;3;2;1;3;1;1;1;1/09/2019; 12 ; 1 ;3;2;1;0;59.36;66.49;195.19;58.56;0.88;1.39; 1A - 213 ;MIRADOR DE CORINTO RESERVADO;CICO CONSTRUCCIONES;http://www.metrocuadrado.com/proyecto/mirador-de-corinto-reservado/5437-C00002-05
356;40008;4;110;21A;0;70;5;3;2;2;3;1;1;0;1/09/2019; 12 ; 1 ;1;1;1;0;42.00;47.00;375.15;112.55;2.39;2.66; APARTAESTUDIO DUPLEX 47 M2 ;GRAN RESERVA DE OPORTO;CUSEZAR;http://www.metrocuadrado.com/proyecto/gran-reserva-de-oporto/1631-C00011-01
357;40008;4;110;21A;0;70;5;3;2;2;3;1;1;0;1/09/2019; 12 ; 1 ;3;2;2;1;72.00;79.00;557.44;167.23;2.12;3.96; APARTAMENTO 79 M2 ;GRAN RESERVA DE OPORTO;CUSEZAR;http://www.metrocuadrado.com/proyecto/gran-reserva-de-oporto/1631-C00011-01
358;40008;4;110;21A;0;70;5;3;2;2;3;1;1;0;1/09/2019; 12 ; 1 ;3;2;2;1;80.00;87.00;634.94;190.48;2.19;4.51; APARTAMENTO 87 M2 ;GRAN RESERVA DE OPORTO;CUSEZAR;http://www.metrocuadrado.com/proyecto/gran-reserva-de-oporto/1631-C00011-01
